,price,bedrooms,bathrooms,sqft_living,floors,sqft_above,sqft_basement,yr_built
2336,333000.0,2.0,1.0,720,1.0,720,0,1942
2337,427000.0,4.0,1.0,1860,1.5,1860,0,1901
2338,742000.0,4.0,2.5,2810,2.0,2810,0,1997
2339,465000.0,4.0,2.5,2090,1.0,1320,770,1965
2340,809950.0,4.0,2.5,3280,2.0,3280,0,2001
2341,619400.0,4.0,2.0,2090,1.5,1790,300,1927
2342,762400.0,3.0,1.75,2430,1.0,1230,1200,1949
2343,535000.0,5.0,2.25,2520,2.0,2520,0,1978
2344,881000.0,5.0,3.0,2510,1.5,1590,920,1925
2345,813000.0,4.0,2.75,3370,1.0,1920,1450,1948
2346,234000.0,3.0,2.0,1640,1.5,1640,0,1910
2347,308900.0,3.0,2.5,2250,2.0,2250,0,1994
2348,450000.0,4.0,2.5,2300,1.0,2300,0,1955
2349,547500.0,3.0,3.5,1650,3.0,1650,0,2010
2350,399950.0,2.0,1.0,710,2.0,710,0,1943
2351,516000.0,4.0,3.5,2550,2.0,2550,0,2007
2352,250000.0,2.0,1.5,982,2.0,806,176,2006
2353,475000.0,3.0,2.25,1630,2.0,1630,0,2005
2354,415000.0,4.0,2.5,2550,2.0,2550,0,2009
2355,545000.0,2.0,1.25,1240,2.0,1240,0,2014
2356,329950.0,3.0,2.5,2456,2.0,2456,0,2012
2358,784000.0,3.0,3.5,3950,1.5,2460,1490,1989
2359,610750.0,4.0,2.25,2180,2.0,2180,0,1984
2360,578000.0,4.0,2.5,3140,1.0,1770,1370,1966
2362,501000.0,3.0,1.75,1970,1.0,1370,600,1976
2363,465250.0,5.0,2.0,1940,1.5,1940,0,1957
2366,315000.0,2.0,1.0,970,1.0,970,0,1908
2367,900000.0,4.0,2.25,2460,1.0,2460,0,1957
2368,789500.0,4.0,2.5,3010,2.0,3010,0,2005
2369,678500.0,3.0,2.0,2460,1.0,1370,1090,1952
2370,342500.0,3.0,2.0,2080,1.0,2080,0,2002
2371,860000.0,4.0,3.25,3960,2.0,3960,0,2005
2372,306000.0,4.0,2.5,2490,2.0,2490,0,2001
2373,580000.0,5.0,2.0,2060,2.0,2060,0,1903
2374,405000.0,3.0,1.0,1330,1.0,900,430,1984
2375,510000.0,3.0,1.75,1600,1.0,1600,0,1967
2376,173000.0,2.0,1.0,820,1.0,820,0,1965
2377,210000.0,4.0,1.75,1200,1.0,1200,0,1968
2378,445000.0,3.0,1.0,1050,1.0,910,140,1947
2379,585000.0,3.0,2.5,1910,2.5,1530,380,2007
2380,381000.0,3.0,1.75,1800,1.0,900,900,1950
2381,890000.0,3.0,2.25,2060,1.0,2060,0,1966
2382,235000.0,3.0,1.75,1840,1.0,1500,340,1985
2383,480000.0,3.0,2.5,1250,3.0,1250,0,2005
2384,575000.0,2.0,1.0,1510,1.5,1310,200,1935
2385,350000.0,4.0,2.25,2300,1.5,1340,960,1904
2386,259000.0,4.0,1.5,1490,2.0,1490,0,1966
2387,599000.0,5.0,2.75,2820,1.0,1450,1370,1967
2388,210000.0,4.0,1.5,1130,1.0,1130,0,1970
2389,1184000.0,4.0,2.5,3200,1.5,1860,1340,1948
2390,545000.0,3.0,1.0,1510,1.5,1510,0,1909
2391,299995.0,3.0,2.5,1970,2.0,1970,0,1988
2392,440000.0,3.0,1.0,1210,1.5,1210,0,1910
2393,699000.0,4.0,2.5,3280,2.0,3280,0,1996
2394,795000.0,3.0,2.0,2420,1.0,1500,920,1979
2395,445000.0,5.0,1.75,2460,1.5,1340,1120,1911
2396,397990.0,3.0,1.0,1180,1.0,1180,0,1948
2397,706000.0,3.0,2.75,1900,1.0,1410,490,1942
2398,363000.0,3.0,3.25,1651,2.0,1341,310,2008
2399,850000.0,4.0,2.25,2130,2.0,2130,0,1972
2400,620000.0,2.0,1.0,1430,1.5,1300,130,1929
2402,333000.0,4.0,2.5,1910,1.0,1910,0,1963
2403,743000.0,3.0,1.75,2110,1.0,2110,0,1961
2404,448000.0,2.0,1.5,1630,1.0,890,740,1940
2405,485000.0,4.0,2.5,2470,2.0,2470,0,1989
2406,489950.0,4.0,2.25,2640,1.0,2640,0,1986
2407,498500.0,5.0,2.75,2990,2.0,2990,0,1996
2408,531000.0,3.0,2.5,2120,2.0,2120,0,1988
2409,670000.0,3.0,2.5,2050,1.0,1730,320,1956
2410,310000.0,5.0,3.0,1880,1.0,1100,780,1997
2411,835000.0,3.0,3.0,2790,2.0,1600,1190,1977
2413,495000.0,4.0,2.5,2140,2.0,2140,0,2003
2414,495000.0,3.0,2.0,1769,1.0,1769,0,1955
2415,440000.0,3.0,1.0,1710,1.5,1200,510,1926
2416,280000.0,1.0,0.75,420,1.0,420,0,1922
2417,1070000.0,4.0,2.5,3270,2.0,3270,0,1989
2418,1034500.0,4.0,2.5,2370,2.0,2370,0,2003
2419,248000.0,4.0,2.5,1770,2.0,1770,0,2003
2420,294000.0,4.0,2.5,2210,1.0,1490,720,1990
2421,561000.0,3.0,2.25,1710,2.0,1710,0,2004
2422,656500.0,4.0,2.0,2710,1.0,1460,1250,1919
2423,660000.0,3.0,3.0,2340,2.0,2160,180,1925
2424,370000.0,2.0,1.0,1220,1.0,1220,0,1947
2425,349950.0,3.0,1.0,1060,1.0,1060,0,1966
2426,223000.0,2.0,1.0,910,1.0,910,0,1957
2427,560000.0,4.0,1.75,1880,1.5,1090,790,1944
2428,594000.0,4.0,1.75,1870,2.0,1200,670,1937
2429,600000.0,3.0,2.25,1480,2.0,1480,0,1914
2430,315000.0,3.0,2.5,1880,2.0,1880,0,1993
2431,430000.0,4.0,1.75,1890,1.0,1110,780,1947
2432,440000.0,3.0,2.75,1560,1.0,1030,530,1972
2433,312500.0,2.0,1.5,1070,2.0,1070,0,1999
2435,300000.0,3.0,3.25,1470,2.0,1180,290,2008
2436,680000.0,3.0,2.5,2570,2.5,2570,0,2007
2437,336750.0,2.0,2.25,1170,2.0,1170,0,2009
2438,822500.0,5.0,3.5,2320,2.0,1720,600,1926
2439,589000.0,4.0,3.0,2440,2.0,2440,0,1961
2441,210000.0,2.0,1.75,1440,1.0,1440,0,1978
2442,206135.0,3.0,1.0,1340,1.0,1340,0,1978
2444,285000.0,3.0,1.75,1840,1.0,920,920,1905
2445,230000.0,2.0,1.0,930,1.0,930,0,1986
2447,350000.0,3.0,1.75,1820,1.0,1230,590,1976
2448,304000.0,3.0,1.0,1280,1.5,1280,0,1947
2449,370000.0,2.0,1.0,900,1.0,900,0,1951
2450,810000.0,3.0,1.75,1980,1.0,1320,660,1952
2451,440000.0,4.0,2.25,2010,1.0,1220,790,1974
2452,1030000.0,4.0,2.5,2750,2.0,1960,790,1905
2453,775000.0,4.0,2.0,3140,1.0,1940,1200,1939
2454,1335000.0,5.0,2.25,4200,2.5,2910,1290,1906
2455,235000.0,3.0,1.75,1900,1.0,950,950,1980
2456,499950.0,3.0,1.0,1830,1.5,1430,400,1926
2457,622500.0,5.0,2.75,3320,2.0,2190,1130,1975
2458,300000.0,4.0,2.5,2700,1.0,1560,1140,1966
2459,205000.0,3.0,1.0,1290,1.0,1290,0,1976
2460,435000.0,3.0,1.75,1500,1.0,1500,0,1997
2461,697000.0,4.0,2.75,3650,1.5,3650,0,1978
2462,153000.0,3.0,1.0,1270,1.5,1270,0,1944
2463,454000.0,4.0,2.25,2630,2.0,2630,0,1979
2464,345000.0,2.0,1.5,1800,1.0,1240,560,1987
2465,585000.0,3.0,1.0,1870,1.5,1580,290,1927
2466,380000.0,4.0,2.5,2540,2.0,1870,670,2000
2467,250600.0,4.0,2.5,1930,1.0,1120,810,1981
2468,890000.0,4.0,2.25,2770,2.0,2770,0,1974
2469,370000.0,4.0,2.5,2220,2.0,2220,0,2001
2470,369500.0,3.0,1.5,1650,1.0,1100,550,1961
2471,883000.0,4.0,2.5,3670,2.0,3670,0,1999
2472,950000.0,4.0,2.5,3770,2.0,3770,0,1989
2473,615000.0,3.0,1.75,2350,1.0,1800,550,1978
2474,305000.0,3.0,1.5,1210,1.0,610,600,1983
2475,590000.0,4.0,2.5,2010,2.0,2010,0,1989
2476,485000.0,3.0,2.5,1580,2.0,1580,0,1985
2477,215000.0,2.0,1.0,710,1.0,710,0,1943
2478,430000.0,3.0,2.0,1910,1.5,1910,0,1971
2479,324900.0,4.0,2.5,1880,2.0,1880,0,2000
2480,849900.0,2.0,2.0,2280,2.0,2280,0,1990
2481,975000.0,5.0,2.75,3100,1.0,1660,1440,1973
2482,910000.0,5.0,2.5,2350,2.0,2350,0,1993
2483,459950.0,3.0,1.75,1850,1.0,1100,750,1919
2484,325000.0,3.0,2.5,2070,2.0,2070,0,1997
2485,513000.0,4.0,2.75,2020,1.0,1010,1010,1958
2486,475000.0,3.0,2.25,1580,1.0,1200,380,1981
2487,419000.0,4.0,2.5,2690,2.0,2690,0,1993
2488,760000.0,4.0,2.5,2420,1.0,1700,720,1958
2489,1120000.0,5.0,1.5,2540,2.0,2340,200,1954
2490,129000.0,2.0,1.0,1150,1.0,1150,0,1950
2491,725000.0,5.0,2.5,3210,1.0,1830,1380,1968
2492,580000.0,3.0,2.5,2040,2.0,2040,0,1992
2493,385000.0,3.0,2.25,1920,1.0,1060,860,1921
2494,265000.0,4.0,1.75,1900,1.0,1900,0,1958
2496,330000.0,3.0,2.5,1070,2.0,720,350,2005
2497,665000.0,4.0,2.5,2790,2.0,2790,0,1989
2498,799000.0,3.0,2.5,2860,2.0,2860,0,2000
2499,589000.0,3.0,2.0,2250,1.0,1250,1000,1925
2501,538000.0,3.0,1.0,1460,1.0,1260,200,1906
2502,530100.0,3.0,1.0,1540,1.5,1200,340,1926
2503,718500.0,3.0,2.0,2910,2.0,1920,990,1900
2504,299000.0,3.0,1.75,1180,1.0,1180,0,1962
2505,556000.0,3.0,1.75,1640,1.0,1090,550,1948
2506,171000.0,4.0,2.0,1520,1.0,1020,500,1920
2507,540000.0,5.0,3.0,3610,2.0,3610,0,2003
2508,250000.0,3.0,2.25,1400,2.0,1400,0,2012
2509,795000.0,4.0,3.5,3200,2.0,2670,530,2007
2510,575000.0,3.0,3.0,1384,2.0,1144,240,2006
2511,379500.0,3.0,2.25,1410,2.0,1290,120,2005
2512,385000.0,4.0,2.5,2050,2.0,2050,0,2006
2513,415500.0,4.0,2.5,1750,2.0,1750,0,2009
2514,397500.0,3.0,2.0,1510,1.0,1070,440,1972
2515,530000.0,3.0,2.5,1930,2.0,1930,0,2005
2516,883000.0,4.0,2.5,2960,2.0,2960,0,1985
2517,850000.0,5.0,2.75,2920,1.0,1660,1260,1968
2518,496752.0,2.0,1.0,1980,1.0,1090,890,1923
2519,330000.0,3.0,1.75,1430,1.0,1430,0,1950
2520,735000.0,4.0,2.75,2450,2.0,2450,0,2010
2521,525000.0,4.0,2.75,2360,2.0,2360,0,2008
2522,269950.0,3.0,2.5,1890,2.0,1730,160,2002
2523,650000.0,3.0,1.75,2140,1.0,1290,850,1953
2524,520500.0,3.0,2.0,1900,1.0,950,950,1940
2525,652500.0,4.0,2.5,2700,2.0,2700,0,1990
2526,506000.0,5.0,3.0,2430,1.0,1370,1060,1957
2527,416000.0,3.0,1.0,1110,1.0,1110,0,1957
2528,500000.0,4.0,2.75,2280,1.0,2280,0,1960
2529,460000.0,3.0,1.75,1550,1.0,860,690,1949
2530,371025.0,3.0,2.0,1530,1.0,1530,0,1977
2531,576000.0,4.0,2.5,2440,2.0,2440,0,2002
2532,353500.0,4.0,2.25,1760,2.0,1760,0,1987
2534,183000.0,3.0,1.75,1070,1.0,1070,0,1957
2535,763101.0,3.0,1.75,1990,1.0,1100,890,1939
2536,460000.0,2.0,1.5,1090,1.0,970,120,1951
2537,825000.0,4.0,1.5,1890,1.5,1890,0,1919
2538,265000.0,3.0,1.0,1000,1.0,1000,0,1969
2539,295000.0,3.0,1.75,1770,1.0,1030,740,1960
2540,418000.0,4.0,3.0,2360,1.0,1460,900,1960
2541,554000.0,3.0,3.5,3380,2.0,2700,680,1999
2542,534500.0,3.0,2.5,1700,2.0,1700,0,2005
2543,690000.0,2.0,1.75,1600,1.0,850,750,1918
2544,530000.0,4.0,2.5,2050,2.0,2050,0,1988
2545,357186.0,2.0,1.75,1210,2.0,1210,0,2014
2546,300000.0,5.0,3.0,1940,1.0,1200,740,2007
2547,304000.0,4.0,2.0,1810,1.0,1110,700,1967
2548,385000.0,4.0,1.75,1690,1.0,870,820,1984
2549,415000.0,4.0,2.0,1800,1.0,1000,800,1923
2550,963000.0,4.0,3.5,3280,2.0,3280,0,2007
2552,309212.0,3.0,1.75,1150,1.0,1150,0,1979
2553,235000.0,2.0,1.5,880,2.0,880,0,1999
2554,667000.0,3.0,1.5,1720,2.0,1720,0,1907
2555,470000.0,3.0,1.5,1510,1.0,1510,0,1956
2556,375000.0,4.0,2.0,1240,1.0,1040,200,1908
2557,410000.0,4.0,2.0,1580,1.0,1580,0,1953
2558,566000.0,4.0,2.25,2170,2.0,2170,0,1987
2559,680000.0,4.0,2.75,2500,2.0,2500,0,2010
2560,332000.0,1.0,1.0,960,1.0,760,200,1908
2561,902000.0,4.0,2.5,3030,2.0,3030,0,2003
2562,500000.0,3.0,1.75,1540,1.0,770,770,1947
2563,445000.0,3.0,1.75,1890,1.5,1890,0,1976
2564,825000.0,4.0,2.5,2810,1.0,1710,1100,1973
2565,1095000.0,4.0,4.0,3530,2.0,2630,900,1958
2566,277000.0,3.0,1.0,1100,1.0,1100,0,1957
2567,545000.0,3.0,2.5,1940,1.0,1440,500,1975
2568,435000.0,3.0,2.5,2300,2.0,2300,0,2003
2569,638000.0,3.0,2.5,2110,2.0,2110,0,2005
2570,418000.0,4.0,1.5,1220,1.0,1220,0,1965
2571,499000.0,3.0,1.75,1750,1.0,1470,280,1968
2572,150000.0,3.0,1.5,1230,1.0,1230,0,1949
2573,759950.0,3.0,2.5,3100,2.0,3100,0,2002
2574,427000.0,3.0,2.5,1830,1.0,1520,310,1991
2575,632500.0,5.0,2.5,2640,2.0,2640,0,2003
2577,862000.0,4.0,2.5,3190,2.0,3190,0,1990
2578,524000.0,2.0,1.0,1120,1.5,1120,0,1910
2579,470000.0,3.0,1.5,1760,1.0,1160,600,1958
2580,385000.0,3.0,2.0,1590,2.0,1590,0,2000
2581,575000.0,4.0,2.5,2120,2.0,2120,0,1985
2582,220000.0,4.0,2.5,2240,1.0,1370,870,1988
2583,460000.0,2.0,1.0,890,1.0,760,130,1919
2585,175000.0,3.0,1.5,1220,1.0,1220,0,1973
2586,465000.0,3.0,2.25,2670,1.0,1640,1030,1966
2587,552000.0,3.0,1.0,1120,1.0,820,300,1912
2588,565000.0,4.0,2.75,3130,2.0,3130,0,1981
2589,518000.0,4.0,2.5,1740,1.0,1220,520,1976
2590,899950.0,4.0,3.5,3290,2.0,2360,930,2006
2591,373000.0,3.0,1.0,1770,1.5,1140,630,1926
2592,385000.0,4.0,2.5,2960,2.0,2960,0,2006
2593,245000.0,2.0,1.0,1200,1.0,980,220,1943
2594,375000.0,4.0,2.0,2400,2.0,2400,0,1913
2595,699850.0,4.0,3.5,2690,2.0,2690,0,2002
2597,455000.0,2.0,1.5,1310,1.5,1310,0,1970
2598,650000.0,4.0,2.75,2610,3.0,1910,700,1910
2599,378000.0,5.0,2.5,2760,1.0,1600,1160,1960
2600,220000.0,3.0,2.0,1410,1.0,1410,0,1940
2601,285500.0,4.0,1.75,1960,1.0,1960,0,1967
2602,340000.0,3.0,2.5,1212,3.0,1212,0,2004
2603,921000.0,4.0,1.5,2220,1.0,1490,730,1954
2604,375000.0,4.0,2.5,2040,1.5,2040,0,1973
2605,999000.0,4.0,2.75,2800,2.0,2800,0,1992
2606,335000.0,3.0,1.5,2040,1.0,1340,700,1957
2608,385000.0,2.0,1.0,830,1.0,830,0,1928
2609,850000.0,4.0,3.5,4140,2.0,3160,980,2003
2610,429000.0,5.0,2.5,2340,2.0,2340,0,2009
2611,523950.0,3.0,2.25,1420,3.0,1420,0,2006
2612,798800.0,3.0,2.75,2670,1.0,1720,950,2013
2613,284000.0,3.0,2.5,1880,2.0,1880,0,2009
2614,852880.0,4.0,3.25,3450,2.0,3450,0,2014
2615,320000.0,3.0,2.25,1200,3.0,1200,0,2005
2616,749995.0,4.0,3.25,3430,2.0,3430,0,2014
2617,468500.0,3.0,2.5,1350,2.0,1120,230,2007
2618,492500.0,5.0,2.5,2570,2.0,2570,0,2006
2619,685000.0,4.0,3.5,2840,3.0,2840,0,2008
2620,542525.0,4.0,2.5,2650,2.0,2650,0,2014
2621,435000.0,3.0,2.0,1980,3.0,1980,0,2007
2622,242000.0,3.0,1.75,1280,1.5,1280,0,1988
2623,325000.0,4.0,2.5,2610,2.0,2610,0,1987
2624,837700.0,5.0,2.75,3010,2.0,3010,0,1994
2625,210000.0,1.0,1.0,930,1.0,930,0,1948
2626,187500.0,3.0,1.5,1180,1.0,1180,0,1977
2627,560000.0,5.0,1.0,1710,1.5,1320,390,1926
2628,272000.0,3.0,2.0,1380,1.0,1380,0,1989
2629,235000.0,3.0,1.75,1190,1.0,1190,0,1968
2630,259000.0,3.0,2.0,1870,1.0,1270,600,1986
2631,866059.0,5.0,3.5,3130,2.0,2570,560,2014
2632,473000.0,2.0,1.0,900,1.0,900,0,1909
2633,405000.0,3.0,1.5,1880,1.0,1480,400,1968
2634,870000.0,4.0,4.25,3010,2.0,1940,1070,1951
2635,475000.0,3.0,2.25,2280,1.0,1150,1130,1985
2636,499500.0,3.0,2.5,2970,2.0,2970,0,1998
2637,386000.0,2.0,2.5,1620,2.0,1620,0,2008
2638,458000.0,4.0,1.5,1550,1.5,1350,200,1918
2639,550000.0,3.0,1.75,2240,2.0,2240,0,1976
2640,605500.0,3.0,2.5,2830,2.0,2830,0,1989
2641,421000.0,3.0,2.5,2890,2.0,2890,0,2000
2642,536000.0,4.0,2.25,1990,2.0,1990,0,1991
2643,247200.0,3.0,1.75,1370,1.0,1370,0,1982
2644,250000.0,2.0,1.5,1088,2.0,1088,0,1983
2645,204950.0,4.0,1.75,1740,1.0,1180,560,1978
2646,430000.0,3.0,2.0,1730,1.0,1370,360,1978
2647,250000.0,4.0,2.5,1800,2.0,1800,0,1998
2648,260000.0,3.0,1.75,1440,1.0,1090,350,1958
2649,547000.0,4.0,1.0,1720,1.5,1200,520,1926
2650,379900.0,5.0,3.5,2800,2.0,2800,0,1995
2651,738500.0,3.0,2.5,2300,1.0,2300,0,2005
2652,545000.0,4.0,2.25,2030,1.0,1590,440,1967
2653,342000.0,2.0,1.0,740,1.0,740,0,1948
2655,170000.0,4.0,1.0,1920,1.0,1220,700,1966
2656,616000.0,4.0,2.5,2490,2.0,2490,0,1983
2657,640000.0,3.0,2.0,1380,1.0,1380,0,1948
2658,332000.0,3.0,2.5,1530,1.0,1270,260,1993
2659,1010000.0,3.0,3.25,2420,2.0,1840,580,2006
2660,380000.0,4.0,2.5,2150,2.0,2150,0,1991
2661,415000.0,4.0,2.0,1610,1.0,1610,0,1967
2662,1008000.0,4.0,3.5,2650,2.0,2060,590,2001
2663,669000.0,4.0,2.75,2700,2.0,2700,0,1976
2664,260000.0,3.0,1.5,1270,1.0,1150,120,1948
2665,854000.0,4.0,2.75,3150,1.0,2480,670,1986
2666,605000.0,3.0,2.25,2010,2.0,2010,0,1985
2667,320000.0,3.0,1.0,860,1.5,860,0,1927
2668,229950.0,3.0,2.0,1410,1.0,1410,0,1983
2669,255000.0,3.0,1.75,1700,1.0,1700,0,1987
2670,1170000.0,4.0,2.5,2570,2.0,2570,0,2000
2671,479000.0,2.0,2.25,1230,2.0,1020,210,2004
2673,472000.0,3.0,2.5,1180,3.0,1180,0,2010
2674,198000.0,3.0,1.5,1430,1.0,820,610,1980
2675,440000.0,4.0,2.0,1450,1.5,1450,0,1962
2676,506000.0,3.0,1.75,2180,1.0,1480,700,1961
2677,382500.0,4.0,2.5,2210,2.0,2210,0,1993
2678,269500.0,2.0,1.5,1480,1.0,940,540,1978
2679,560000.0,3.0,2.0,2340,1.0,1170,1170,1971
2680,840000.0,4.0,3.5,3860,2.0,3120,740,1996
2681,479500.0,3.0,2.75,2300,2.0,2300,0,2008
2682,402000.0,3.0,1.5,1450,1.0,1010,440,1968
2683,549000.0,2.0,2.5,1380,3.0,1380,0,2006
2684,449950.0,4.0,2.5,2470,2.0,2470,0,1999
2685,493000.0,4.0,1.75,2030,1.5,2030,0,1975
2686,142500.0,4.0,0.75,1440,1.0,1440,0,1948
2687,250000.0,3.0,1.75,1160,1.0,1160,0,1998
2688,729000.0,3.0,1.0,1580,2.0,1580,0,1908
2689,465000.0,2.0,2.75,1430,2.0,995,435,2006
2690,465000.0,2.0,2.0,1494,2.0,1494,0,1943
2691,280000.0,4.0,2.25,1930,1.0,1360,570,1988
2693,667500.0,3.0,2.0,1880,1.0,1030,850,1927
2694,809000.0,3.0,2.5,2590,2.0,2590,0,1988
2695,400000.0,3.0,2.25,2140,2.0,2140,0,1986
2696,310000.0,4.0,2.0,1870,1.5,1870,0,1956
2697,435000.0,2.0,1.0,1230,1.0,1230,0,1928
2698,465950.0,4.0,2.5,2340,2.0,2340,0,2001
2700,253000.0,3.0,1.5,880,1.0,880,0,1945
2701,330000.0,3.0,2.5,3040,2.0,3040,0,2003
2702,554000.0,4.0,1.0,1120,1.5,1120,0,1946
2703,350000.0,3.0,2.0,1380,3.0,1380,0,2013
2704,294999.0,4.0,2.5,1660,2.0,1660,0,1994
2705,1185001.0,3.0,2.75,2500,2.0,2500,0,1905
2706,752000.0,4.0,2.5,2940,2.0,2940,0,1991
2707,451000.0,4.0,2.5,1670,2.0,1670,0,2005
2708,725000.0,4.0,2.75,2630,2.0,2630,0,1994
2709,345000.0,4.0,2.75,2250,1.0,1480,770,1975
2710,206000.0,3.0,1.0,1320,1.0,1320,0,1967
2714,580000.0,5.0,2.0,2700,1.0,1540,1160,1962
2715,430000.0,3.0,1.0,980,1.0,980,0,1950
2716,720000.0,4.0,2.5,2650,2.0,2110,540,1988
2718,936000.0,3.0,1.75,2960,1.0,1480,1480,1952
2719,535000.0,4.0,2.75,3070,2.0,3070,0,2006
2720,286800.0,3.0,2.5,1413,2.0,1413,0,2011
2721,350000.0,2.0,2.5,1260,3.0,1260,0,2005
2722,345000.0,3.0,2.5,1680,2.0,1680,0,2007
2723,435000.0,3.0,2.25,1230,2.0,1080,150,2009
2726,461000.0,3.0,3.25,2770,2.0,1980,790,2006
2727,770000.0,3.0,2.25,2910,2.0,2910,0,1990
2729,330000.0,3.0,2.5,1600,2.0,1600,0,2005
2730,322500.0,4.0,2.5,1820,2.0,1820,0,1994
2732,475000.0,3.0,1.75,1700,1.0,1230,470,1977
2733,250275.0,2.0,1.0,790,1.0,790,0,1942
2734,274500.0,3.0,2.25,1720,1.0,1320,400,1969
2735,284950.0,3.0,1.0,990,1.0,990,0,1960
2736,264950.0,4.0,1.75,1770,1.0,1050,720,1983
2737,242000.0,3.0,2.0,1260,1.0,1260,0,1986
2738,913000.0,4.0,2.5,3640,2.0,3640,0,1999
2739,555000.0,3.0,1.75,2040,1.0,1120,920,1958
2740,711000.0,4.0,1.75,1980,1.0,990,990,1948
2741,403500.0,5.0,2.5,3600,1.0,2410,1190,1968
2743,253779.0,4.0,2.0,2030,1.5,1430,600,1947
2744,384400.0,3.0,3.25,1689,3.0,1689,0,2008
2745,646000.0,5.0,2.75,2870,1.0,1650,1220,1976
2746,415000.0,3.0,1.75,1270,1.0,1270,0,1952
2747,764000.0,4.0,2.5,2790,2.0,2790,0,1997
2748,507000.0,5.0,3.25,3850,2.0,3030,820,2002
2749,545500.0,3.0,2.5,1560,1.5,1360,200,1936
2750,450000.0,3.0,1.75,1180,1.0,760,420,1928
2751,264000.0,4.0,1.75,1820,1.0,1080,740,1980
2752,650000.0,5.0,1.75,1260,1.5,1260,0,1926
2753,365000.0,3.0,2.5,2640,2.0,1680,960,1991
2754,343566.0,2.0,1.0,1100,1.0,1100,0,1954
2755,375000.0,3.0,2.5,1950,2.0,1950,0,1997
2756,295000.0,3.0,2.0,1380,1.0,1380,0,1966
2757,325000.0,3.0,2.75,2200,1.0,1280,920,1977
2758,265000.0,4.0,1.5,2050,1.0,1050,1000,1963
2759,562000.0,5.0,3.0,2795,2.0,2795,0,1996
2760,540000.0,4.0,2.5,2050,2.0,2050,0,1989
2762,279950.0,5.0,1.75,2150,1.0,1460,690,1970
2763,540000.0,3.0,1.75,1970,1.0,1420,550,1963
2764,310000.0,4.0,2.5,2660,1.0,1740,920,1960
2765,190000.0,1.0,1.0,720,1.0,720,0,1914
2766,440000.0,4.0,2.5,2410,2.0,2410,0,2000
2768,230000.0,2.0,1.0,1080,1.0,1080,0,1958
2769,455000.0,3.0,1.75,1180,1.0,1180,0,1981
2770,175000.0,2.0,1.0,660,1.0,660,0,1915
2771,650000.0,3.0,1.75,2920,1.0,1620,1300,1981
2773,192500.0,3.0,1.0,1080,1.5,1080,0,1900
2774,239950.0,3.0,1.75,1670,1.0,1170,500,1978
2776,850000.0,5.0,3.5,3450,1.0,2350,1100,1972
2777,410000.0,4.0,2.0,1970,1.0,1820,150,1961
2778,570000.0,4.0,2.5,2290,2.0,2290,0,1996
2779,469000.0,5.0,2.5,2240,1.0,1140,1100,1966
2780,559000.0,2.0,1.0,1240,1.0,1060,180,1938
2781,739888.0,3.0,2.5,2420,2.0,1690,730,1989
2782,568450.0,5.0,3.5,3260,2.0,3260,0,1969
2783,240000.0,2.0,1.0,670,1.0,670,0,1942
2784,574950.0,5.0,3.25,3160,2.0,3160,0,1980
2785,180000.0,3.0,2.25,1990,2.0,1990,0,1967
2787,300000.0,3.0,2.5,1700,2.0,1700,0,2000
2788,630000.0,4.0,2.5,2807,2.0,2807,0,1996
2789,507000.0,4.0,1.75,1770,1.0,1170,600,1968
2790,287500.0,4.0,2.5,2570,1.0,1590,980,1979
2791,688000.0,3.0,3.0,3450,2.0,3450,0,1983
2792,424000.0,3.0,2.0,1670,1.0,1170,500,1972
2793,400000.0,3.0,1.75,1050,1.5,950,100,1928
2794,620000.0,4.0,2.5,1910,2.0,1910,0,1987
2795,300000.0,3.0,1.0,910,1.0,910,0,1971
2796,615000.0,5.0,2.25,2480,2.0,2480,0,1978
2797,206000.0,2.0,1.5,1820,2.0,1820,0,1921
2798,515500.0,4.0,2.5,2920,2.0,2920,0,2003
2799,554000.0,5.0,2.25,1870,1.0,1170,700,1961
2800,825000.0,4.0,3.5,3810,2.0,3810,0,1938
2801,855000.0,4.0,2.25,2190,2.0,1800,390,1918
2802,315000.0,3.0,2.5,1730,2.0,1730,0,1993
2803,299000.0,5.0,2.5,2220,1.0,1110,1110,1968
2804,650000.0,3.0,1.5,1320,1.0,1320,0,1951
2805,465000.0,3.0,1.75,1510,1.0,860,650,1925
2806,535000.0,3.0,2.0,2120,2.0,2120,0,2003
2807,564000.0,2.0,2.0,1690,1.0,1690,0,2004
2808,515000.0,3.0,3.5,1360,2.0,1040,320,2007
2809,580000.0,4.0,2.5,3250,2.0,3250,0,2008
2810,309000.0,3.0,2.25,1490,2.0,1220,270,2010
2811,536751.0,3.0,1.75,1930,1.0,1930,0,2013
2812,415000.0,4.0,2.5,2020,2.0,2020,0,2010
2813,267000.0,3.0,2.25,1584,2.0,1584,0,2012
2814,820000.0,4.0,2.5,3170,2.0,3170,0,2008
2816,485000.0,2.0,2.5,1430,3.0,1410,20,2008
2817,482000.0,3.0,3.25,1380,3.0,1380,0,2008
2818,535000.0,4.0,2.5,2610,2.0,2610,0,2008
2819,690000.0,3.0,3.25,1540,3.0,1540,0,2013
2820,576000.0,3.0,2.5,1940,1.0,970,970,1948
2821,378750.0,3.0,2.5,2160,1.5,1260,900,1909
2822,269900.0,4.0,1.75,1530,1.5,1530,0,1968
2823,210000.0,3.0,2.0,1440,1.0,1440,0,1983
